Duration,selectiveICP,normalICP,gotCloud,processCloud,mapping,realTimeCap
1568115179.946750826,,,,0.698037,,
1568115180.027333257,,,,0.186255,,
1568115180.511247568,,2.19512,,,,
1568115180.511247568,,,2.38681,,,
1568115180.511247568,,,,,,0
1568115180.581720125,,,,0.185467,,
1568115181.040221373,,2.17166,,,,
1568115181.040221373,,,2.36326,,,
1568115181.040221373,,,,,,1176
1568115181.110679322,,,,0.178314,,
1568115181.387948825,,1.32735,,,,
1568115181.387948825,,,1.51065,,,
1568115181.387948825,,,,,,752
1568115181.453373451,,,,0.177519,,
1568115181.917899426,,2.224,,,,
1568115181.917899426,,,2.40622,,,
1568115181.917899426,,,,,,1198
1568115181.988382356,,,,0.190816,,
1568115182.643368477,,3.47839,,,,
1568115182.643368477,,,3.67641,,,
1568115182.643368477,,,,,,1830
1568115182.713853694,,,,0.192485,,
1568115182.912857209,,1.41896,,,,
1568115182.912857209,,,1.61697,,,
1568115182.912857209,,,,,,804
